density,avg_speed,flow_conflict,reverse_flow_detected,capacity_ratio,surge_score,risk_score
2.5599706536604936,0.8478560467509377,0,0,0.5119941307320988,0.8661761457749352,32.188045501005014
3.8061325645876485,0.6161805850688362,0,0,0.7612265129175297,0.5247564316322378,32.41359519788451
2.8756976025316368,0.9326621339191461,0,0,0.5751395205063273,0.3663618432936917,19.529806876663386
3.0083849131936975,0.7877973222234465,0,0,0.6016769826387395,0.046450412719997725,24.14633245080628
3.841496685457911,0.6068504211907867,0,0,0.7682993370915823,0.4401524937396013,37.28252348848595
1.1712102916462834,1.1996418315304187,1,0,0.23424205832925668,0.662522284353982,38.11419485755321
2.21441091849176,1.2350946412560082,0,1,0.44288218369835197,0.7751328233611146,51.90242767698831
5.66724417860304,0.2706973459916402,1,0,1.0,0.1959828624191452,90.0
0.7487500890079594,1.2545481529890403,0,0,0.14975001780159186,0.3567533266935893,4.259373669312004
2.0451398032805943,0.9596250589037438,1,0,0.40902796065611885,0.9868869366005173,49.656998202484004
4.7473462311316155,0.5021536527280877,0,0,0.9494692462263231,0.07404465173409036,90.0
2.471561506993499,0.8356042052976316,0,0,0.4943123013986998,0.32518332202674705,26.577268282494977
4.5128339808593525,0.5739601577493767,0,0,0.9025667961718705,0.713244787222995,90.0
4.684317767392936,0.5890848314042321,0,0,0.9368635534785872,0.42754101835854963,90.0
0.6398051970925236,1.2457428199523326,0,1,0.12796103941850473,0.24929222914887494,32.38798628623847
2.7571060766959636,0.8302959968310544,0,0,0.5514212153391927,0.16122128725400442,24.692906980766715
5.613337087884152,0.30518170718747106,1,0,1.0,0.18657005888603584,90.0
5.409074491694878,0.4197525825111089,1,0,1.0,0.11005192452767676,90.0
1.7536433939806793,1.216097142935415,1,0,0.35072867879613584,0.5107473025775657,38.76890261322576
2.7957605173182847,0.8532913700635538,0,1,0.559152103463657,0.32320293202075523,43.26182017565956
3.3533484195885137,0.6868188030131459,1,1,0.6706696839177028,0.25178229582536416,92.86600832913723
3.23486678240812,0.7025267611153609,0,0,0.646973356481624,0.5026790232288615,26.213908107677
0.7831331318749415,1.365931038942195,0,0,0.1566266263749883,0.489452760277563,11.787608748332472
5.921077497608304,0.2587466976226855,0,0,1.0,0.7282163486118596,90.0
2.522807229955893,1.0573988338799587,0,0,0.5045614459911786,0.835302495589238,35.75849105749743
2.264290357344547,1.1383845176784766,0,0,0.45285807146890944,0.22649577519793795,22.741826791922417
4.048450347251974,0.652247806195131,0,1,0.8096900694503948,0.13752094414599325,66.74320286790861
2.3758649307764217,0.9487701131677316,0,0,0.47517298615528436,0.5552008115994623,27.183553883562745
3.4130781809580357,0.7231635235629207,1,1,0.6826156361916071,0.6331014572732679,92.56460225742325
2.3646638507678537,1.0837256979722312,1,0,0.4729327701535707,0.7798755458576239,44.782195519041124
4.0311740538485825,0.6312447697132219,0,0,0.8062348107697165,0.6635017691080558,41.560350643867466
0.5278387111542028,1.397862124505393,0,0,0.10556774223084056,0.22426930946055978,2.1914910505508596
4.416985717411447,0.4681687881963674,0,0,0.8833971434822894,0.8492234104941779,90.0
4.116870907651888,0.5248771131182346,0,0,0.8233741815303777,0.24398964337908358,33.06138841396271
5.851558051138451,0.28295111260481265,0,0,1.0,0.5026370931051921,90.0
3.672971365444975,0.5794338782275815,0,0,0.734594273088995,0.02431596643145384,25.937420430207396
4.050097627489423,0.5990479308417942,1,1,0.8100195254978846,0.8530094554673601,100.0
2.1194689063827212,1.1173625340635067,0,0,0.42389378127654426,0.5568012624583502,21.819734431132773
5.648851257884296,0.30765871835353553,0,0,1.0,0.9900538501042633,90.0
1.2704620838008822,1.305092222272796,0,0,0.25409241676017646,0.7024840839871093,19.635939284331357
2.4772013317086534,1.027425463820621,1,0,0.49544026634173066,0.9132405525564713,48.62340012036953
3.3123831937351578,0.8862642036449475,0,0,0.6624766387470316,0.795792669436101,35.15279788865015
5.395029379996615,0.22088830666794357,0,0,1.0,0.035942273796742086,90.0
3.060789099728531,0.6835466776612834,0,0,0.6121578199457062,0.03734818874921442,23.414964697084468
5.02430308362812,0.32320369971147567,0,0,1.0,0.21582102749684318,90.0
3.9258976170045012,0.8274254008504067,0,0,0.7851795234009002,0.9758520794625346,49.49271954425166
3.339651915656574,0.8491181580751499,0,0,0.6679303831313148,0.07845638134226596,22.04013013982718
0.6394290887850163,1.297580074246756,0,0,0.12788581775700325,0.25024289816459533,14.874854016396661
3.5207466558836624,0.8010662709125996,0,1,0.7041493311767325,0.7378969166957685,80.77930776311366
3.5489472888127036,0.6130850551703334,0,0,0.7097894577625408,0.7578461104643691,43.58518586966185
0.5791641874636573,1.353592521861462,0,0,0.11583283749273146,0.4734717707805657,18.644248595843305
1.4526102845050834,1.0208288116842696,0,0,0.2905220569010167,0.04530400977204452,5.647060771742492
2.5603693804455916,0.9413994484865175,1,0,0.5120738760891184,0.1629344270814297,49.75858978314188
0.8881281107023642,1.2884152135789557,0,1,0.17762562214047284,0.575474177875879,35.09259587152337
2.6349345941358706,0.871103695068402,0,1,0.5269869188271741,0.38610263780077425,52.68135229242771
5.786548101031528,0.18804479648887498,0,0,1.0,0.023271935735825866,90.0
4.979576654239147,0.3547141628748852,0,0,0.9959153308478295,0.877472013527053,90.0
4.542890740921372,0.4501879684160891,0,0,0.9085781481842744,0.806834739267264,90.0
5.947778281003703,0.05,0,0,1.0,0.9307573256035647,90.0
5.221270135136565,0.4755493523371018,0,0,1.0,0.9025529066795667,90.0
3.278888048463214,0.7367895818511241,1,0,0.6557776096926429,0.01083765148029836,46.91135306257097
5.4796008703059504,0.2728045715496076,1,1,1.0,0.5734378881232861,100.0
3.975104666933896,0.4821133652637257,0,0,0.7950209333867793,0.75237452943768,37.32425656294284
4.853684740492167,0.37625763084436986,0,0,0.9707369480984334,0.8877041827582998,90.0
